Id,Title,Body,Score,Tags,AnswerId,AnswerBody,AnswerScore,combined_text
10880,Any good advice on using emacs for C++ project?,"I'm looking for a good article on using emacs as C/C++ IDE. Something like Steve Yegge's ""Effective emacs"" .",40,c++,10890.0,"No specific article, really, but I've found EmacsWiki to be full of useful information. Consider checking out these entries: CPlusPlus as a starting point for many C++-related articles, and CppTemplate to define a template that can give you a good skeleton when you start new files",16.0,"Any good advice on using emacs for C++ project? Any good advice on using emacs for C++ project? Any good advice on using emacs for C++ project? I'm looking for a good article on using emacs as C/C++ IDE. Something like Steve Yegge's ""Effective emacs"" ."
10990,What are the proper permissions for an upload folder with PHP/Apache?,"Sorry for the basic question - I'm a .NET developer and don't have much experience with LAMP setups. I have a PHP site that will allow uploads to a specific folder. I have been told that this folder needs to be owned by the webserver user for the upload process to work, so I created the folder and then set permissions as such: chown apache:apache -R uploads/ chmod 755 -R uploads/ The only problem now is that the FTP user can not modify the uploaded files at all. Is there a permission setting that will allow me to still upload files and then modify them later as a user other than the webserver user?",29,php,11005.0,You can create a new group with both the apache user and FTP user as members and then make the permission on the upload folder 775. This should give both the apache and FTP users the ability to write to the files in the folder but keep everyone else from modifying them.,24.0,"What are the proper permissions for an upload folder with PHP/Apache? What are the proper permissions for an upload folder with PHP/Apache? What are the proper permissions for an upload folder with PHP/Apache? Sorry for the basic question - I'm a .NET developer and don't have much experience with LAMP setups. I have a PHP site that will allow uploads to a specific folder. I have been told that this folder needs to be owned by the webserver user for the upload process to work, so I created the folder and then set permissions as such: chown apache:apache -R uploads/ chmod 755 -R uploads/ The only problem now is that the FTP user can not modify the uploaded files at all. Is there a permission setting that will allow me to still upload files and then modify them later as a user other than the webserver user?"
11060,How should I unit test a code-generator?,"This is a difficult and open-ended question I know, but I thought I'd throw it to the floor and see if anyone had any interesting suggestions. I have developed a code-generator that takes our python interface to our C++ code (generated via SWIG) and generates code needed to expose this as WebServices. When I developed this code I did it using TDD, but I've found my tests to be brittle as hell. Because each test essentially wanted to verify that for a given bit of input code (which happens to be a C++ header) I'd get a given bit of outputted code I wrote a small engine that reads test definitions from XML input files and generates test cases from these expectations. The problem is I dread going in to modify the code at all. That and the fact that the unit tests themselves are a: complex, and b: brittle. So I'm trying to think of alternative approaches to this problem, and it strikes me I'm perhaps tackling it the wrong way. Maybe I need to focus more on the outcome, IE: does the code I generate actually run and do what I want it to, rather than, does the code look the way I want it to. Has anyone got any experiences of something similar to this they would care to share?",18,c++,11074.0,"I started writing up a summary of my experience with my own code generator, then went back and re-read your question and found you had already touched upon the same issues yourself, focus on the execution results instead of the code layout/look. Problem is, this is hard to test, the generated code might not be suited to actually run in the environment of the unit test system, and how do you encode the expected results? I've found that you need to break down the code generator into smaller pieces and unit test those. Unit testing a full code generator is more like integration testing than unit testing if you ask me.",8.0,"How should I unit test a code-generator? How should I unit test a code-generator? How should I unit test a code-generator? This is a difficult and open-ended question I know, but I thought I'd throw it to the floor and see if anyone had any interesting suggestions. I have developed a code-generator that takes our python interface to our C++ code (generated via SWIG) and generates code needed to expose this as WebServices. When I developed this code I did it using TDD, but I've found my tests to be brittle as hell. Because each test essentially wanted to verify that for a given bit of input code (which happens to be a C++ header) I'd get a given bit of outputted code I wrote a small engine that reads test definitions from XML input files and generates test cases from these expectations. The problem is I dread going in to modify the code at all. That and the fact that the unit tests themselves are a: complex, and b: brittle. So I'm trying to think of alternative approaches to this problem, and it strikes me I'm perhaps tackling it the wrong way. Maybe I need to focus more on the outcome, IE: does the code I generate actually run and do what I want it to, rather than, does the code look the way I want it to. Has anyone got any experiences of something similar to this they would care to share?"
12870,Arrays of Arrays in Java,"This is a nasty one for me... I'm a PHP guy working in Java on a JSP project. I know how to do what I'm attempting through too much code and a complete lack of finesse. I'd prefer to do it RIGHT. :) Here is the situation: I'm writing a small display to show customers what days they can water their lawns based on their watering group (ABCDE) and what time of year it is. Our seasons look like this: Summer (5-1 to 8-31) Spring (3-1 to 4-30) Fall (9-1 to 10-31) Winter (11-1 to 2-28) An example might be: If I'm in group A, here would be my allowed times: Winter: Mondays only Spring: Tues, Thurs, Sat Summer: Any Day Fall: Tues, Thurs, Sat If I was writing this in PHP I would use arrays like this: //M=Monday,t=Tuesday,T=Thursday.... etc $schedule[""A""][""Winter""]='M'; $schedule[""A""][""Spring""]='tTS'; $schedule[""A""][""Summer""]='Any'; $schedule[""A""][""Fall""]='tTS'; $schedule[""B""][""Winter""]='t'; I COULD make the days arrays (array(""Tuesday"",""Thursday"",""Saturday"")) etc, but it is not necessary for what I'm really trying to accomplish. I will also need to setup arrays to determine what season I'm in: $seasons[""Summer""][""start""]=0501; $seasons[""Summer""][""end""]=0801; Can anyone suggest a really cool way to do this? I will have today's date and the group letter. I will need to get out of my function a day (M) or a series of days (tTS), (Any). Thanks, folks!",9,java,12918.0,"Don't try to be as dynamic as PHP is. You could try to first define what you need. interface Season { public string getDays(); } interface User { public Season getWinter(); public Season getSpring(); public Season getSummer(); public Season getFall(); } interface UserMap { public User getUser(string name); } And please, read the documentation of Hashtable before using it. This class is synchronized which means that each call is protected against multithreading which really slows the access when you don't need the extra protection. Please use any Map implementation instead like HashMap or TreeMap .",8.0,"Arrays of Arrays in Java Arrays of Arrays in Java Arrays of Arrays in Java This is a nasty one for me... I'm a PHP guy working in Java on a JSP project. I know how to do what I'm attempting through too much code and a complete lack of finesse. I'd prefer to do it RIGHT. :) Here is the situation: I'm writing a small display to show customers what days they can water their lawns based on their watering group (ABCDE) and what time of year it is. Our seasons look like this: Summer (5-1 to 8-31) Spring (3-1 to 4-30) Fall (9-1 to 10-31) Winter (11-1 to 2-28) An example might be: If I'm in group A, here would be my allowed times: Winter: Mondays only Spring: Tues, Thurs, Sat Summer: Any Day Fall: Tues, Thurs, Sat If I was writing this in PHP I would use arrays like this: //M=Monday,t=Tuesday,T=Thursday.... etc $schedule[""A""][""Winter""]='M'; $schedule[""A""][""Spring""]='tTS'; $schedule[""A""][""Summer""]='Any'; $schedule[""A""][""Fall""]='tTS'; $schedule[""B""][""Winter""]='t'; I COULD make the days arrays (array(""Tuesday"",""Thursday"",""Saturday"")) etc, but it is not necessary for what I'm really trying to accomplish. I will also need to setup arrays to determine what season I'm in: $seasons[""Summer""][""start""]=0501; $seasons[""Summer""][""end""]=0801; Can anyone suggest a really cool way to do this? I will have today's date and the group letter. I will need to get out of my function a day (M) or a series of days (tTS), (Any). Thanks, folks!"
13060,"What do ref, val and out mean on method parameters?","I'm looking for a clear, concise and accurate answer. Ideally as the actual answer, although links to good explanations welcome. This also applies to VB.Net, but the keywords are different - ByRef and ByVal .",15,c#,13100.0,"By default (in C#), passing an object to a function actually passes a copy of the reference to that object. Changing the parameter itself only changes the value in the parameter, and not the variable that was specified. void Test1(string param) { param = ""new value""; } string s1 = ""initial value""; Test1(s1); // s1 == ""initial value"" Using out or ref passes a reference to the variable specified in the call to the function. Any changes to the value of an out or ref parameter will be passed back to the caller. Both out and ref behave identically except for one slight difference: ref parameters are required to be initialised before calling, while out parameters can be uninitialised. By extension, ref parameters are guaranteed to be initialised at the start of the method, while out parameters are treated as uninitialised. void Test2(ref string param) { param = ""new value""; } void Test3(out string param) { // Use of param here will not compile param = ""another value""; } string s2 = ""initial value""; string s3; Test2(ref s2); // s2 == ""new value"" // Test2(ref s3); // Passing ref s3 will not compile Test3(out s2); // s2 == ""another value"" Test3(out s3); // s3 == ""another value"" Edit : As dp points out, the difference between out and ref is only enforced by the C# compiler, not by the CLR. As far as I know, VB has no equivalent for out and implements ref (as ByRef ) only, matching the support of the CLR.",19.0,"What do ref, val and out mean on method parameters? What do ref, val and out mean on method parameters? What do ref, val and out mean on method parameters? I'm looking for a clear, concise and accurate answer. Ideally as the actual answer, although links to good explanations welcome. This also applies to VB.Net, but the keywords are different - ByRef and ByVal ."
13620,Speed difference in using inline strings vs concatenation in php5?,"(assume php5) consider <?php $foo = 'some words'; //case 1 print ""these are $foo""; //case 2 print ""these are {$foo}""; //case 3 print 'these are ' . $foo; ?> Is there much of a difference between 1 and 2? If not, what about between 1/2 and 3?",34,php,482204.0,"The performance difference has been irrelevant since at least January 2012, and likely earlier: Single quotes: 0.061846971511841 seconds Double quotes: 0.061599016189575 seconds Earlier versions of PHP may have had a difference - I personally prefer single quotes to double quotes, so it was a convenient difference. The conclusion of the article makes an excellent point: Never trust a statistic you didnât forge yourself. (Although the article quotes the phrase, the original quip was likely falsely attributed to Winston Churchill, invented by Joseph Goebbels' propaganda ministry to portray Churchill as a liar: Ich traue keiner Statistik, die ich nicht selbst gefÃ¤lscht habe. This loosely translates to, ""I do not trust a statistic that I did not fake myself."")",97.0,"Speed difference in using inline strings vs concatenation in php5? Speed difference in using inline strings vs concatenation in php5? Speed difference in using inline strings vs concatenation in php5? (assume php5) consider <?php $foo = 'some words'; //case 1 print ""these are $foo""; //case 2 print ""these are {$foo}""; //case 3 print 'these are ' . $foo; ?> Is there much of a difference between 1 and 2? If not, what about between 1/2 and 3?"
15240,How do you create a debug only function that takes a variable argument list? Like printf(),"I'd like to make a debug logging function with the same parameters as printf . But one that can be removed by the pre-processor during optimized builds. For example: Debug_Print(""Warning: value %d > 3!\n"", value); I've looked at variadic macros but those aren't available on all platforms. gcc supports them, msvc does not.",32,c++,15269.0,"I still do it the old way, by defining a macro (XTRACE, below) which correlates to either a no-op or a function call with a variable argument list. Internally, call vsnprintf so you can keep the printf syntax: #include <stdio.h> void XTrace0(LPCTSTR lpszText) { ::OutputDebugString(lpszText); } void XTrace(LPCTSTR lpszFormat, ...) { va_list args; va_start(args, lpszFormat); int nBuf; TCHAR szBuffer[512]; // get rid of this hard-coded buffer nBuf = _vsnprintf(szBuffer, 511, lpszFormat, args); ::OutputDebugString(szBuffer); va_end(args); } Then a typical #ifdef switch: #ifdef _DEBUG #define XTRACE XTrace #else #define XTRACE #endif Well that can be cleaned up quite a bit but it's the basic idea.",20.0,"How do you create a debug only function that takes a variable argument list? Like printf() How do you create a debug only function that takes a variable argument list? Like printf() How do you create a debug only function that takes a variable argument list? Like printf() I'd like to make a debug logging function with the same parameters as printf . But one that can be removed by the pre-processor during optimized builds. For example: Debug_Print(""Warning: value %d > 3!\n"", value); I've looked at variadic macros but those aren't available on all platforms. gcc supports them, msvc does not."
15390,Best practices for managing and deploying large JavaScript apps,"What are some standard practices for managing a medium-large JavaScript application? My concerns are both speed for browser download and ease and maintainability of development. Our JavaScript code is roughly ""namespaced"" as: var Client = { var1: '', var2: '', accounts: { /* 100's of functions and variables */ }, orders: { /* 100's of functions and variables and subsections */ } /* etc, etc for a couple hundred kb */ } At the moment, we have one (unpacked, unstripped, highly readable) JavaScript file to handle all the business logic on the web application. In addition, there is jQuery and several jQuery extensions. The problem we face is that it takes forever to find anything in the JavaScript code and the browser still has a dozen files to download. Is it common to have a handful of ""source"" JavaScript files that gets ""compiled"" into one final, compressed JavaScript file? Any other handy hints or best practices?",26,javascript,15402.0,"The approach that I've found works for me is having seperate JS files for each class (just as you would in Java, C# and others). Alternatively you can group your JS into application functional areas if that's easier for you to navigate. If you put all your JS files into one directory, you can have your server-side environment (PHP for instance) loop through each file in that directory and output a <script src='/path/to/js/$file.js' type='text/javascript'> in some header file that is included by all your UI pages. You'll find this auto-loading especially handy if you're regularly creating and removing JS files. When deploying to production, you should have a script that combines them all into one JS file and ""minifies"" it to keep the size down.",11.0,"Best practices for managing and deploying large JavaScript apps Best practices for managing and deploying large JavaScript apps Best practices for managing and deploying large JavaScript apps What are some standard practices for managing a medium-large JavaScript application? My concerns are both speed for browser download and ease and maintainability of development. Our JavaScript code is roughly ""namespaced"" as: var Client = { var1: '', var2: '', accounts: { /* 100's of functions and variables */ }, orders: { /* 100's of functions and variables and subsections */ } /* etc, etc for a couple hundred kb */ } At the moment, we have one (unpacked, unstripped, highly readable) JavaScript file to handle all the business logic on the web application. In addition, there is jQuery and several jQuery extensions. The problem we face is that it takes forever to find anything in the JavaScript code and the browser still has a dozen files to download. Is it common to have a handful of ""source"" JavaScript files that gets ""compiled"" into one final, compressed JavaScript file? Any other handy hints or best practices?"
15880,Read from .msg files,"I need to read from Outlook .MSG file in .NET without using COM API for Outlook (cos it will not be installed on the machines that my app will run). Are there any free 3rd party libraries to do that? I want to extract From, To, CC and BCC fields. Sent/Receive date fields would be good if they are also stored in MSG files.",16,c#,1610351.0,There is code avaliable on CodeProject for reading .msg files without COM. See here .,9.0,"Read from .msg files Read from .msg files Read from .msg files I need to read from Outlook .MSG file in .NET without using COM API for Outlook (cos it will not be installed on the machines that my app will run). Are there any free 3rd party libraries to do that? I want to extract From, To, CC and BCC fields. Sent/Receive date fields would be good if they are also stored in MSG files."
16100,How do I convert a string to an enum in C#?,"What's the best way to convert a string to an enumeration value in C#? I have an HTML select tag containing the values of an enumeration. When the page is posted, I want to pick up the value (which will be in the form of a string) and convert it to the enumeration value. In an ideal world, I could do something like this: StatusEnum MyStatus = StatusEnum.Parse(""Active""); but that isn't valid code.",350,c#,16104.0,"It's rather ugly: StatusEnum MyStatus = (StatusEnum) Enum.Parse(typeof(StatusEnum), ""Active"", true); I tend to simplify this with: public static T ParseEnum<T>(string value) { return (T) Enum.Parse(typeof(T), value, true); } Then I can do: StatusEnum MyStatus = EnumUtil.ParseEnum<StatusEnum>(""Active""); One option suggested in the comments is to add an extension, which is simple enough: public static T ToEnum<T>(this string value) { return (T) Enum.Parse(typeof(T), value, true); } StatusEnum MyStatus = ""Active"".ToEnum<StatusEnum>(); Finally, you may want to have a default enum to use if the string cannot be parsed: public static T ToEnum<T>(this string value, T defaultValue) { if (string.IsNullOrEmpty(value)) { return defaultValue; } T result; return Enum.TryParse<T>(value, true, out result) ? result : defaultValue; } Which makes this the call: StatusEnum MyStatus = ""Active"".ToEnum(StatusEnum.None); However, I would be careful adding an extension method like this to string as (without namespace control) it will appear on all instances of string whether they hold an enum or not (so 1234.ToString().ToEnum(StatusEnum.None) would be valid but nonsensical) . It's often be best to avoid cluttering Microsoft's core classes with extra methods that only apply in very specific contexts unless your entire development team has a very good understanding of what those extensions do.",607.0,"How do I convert a string to an enum in C#? How do I convert a string to an enum in C#? How do I convert a string to an enum in C#? What's the best way to convert a string to an enumeration value in C#? I have an HTML select tag containing the values of an enumeration. When the page is posted, I want to pick up the value (which will be in the form of a string) and convert it to the enumeration value. In an ideal world, I could do something like this: StatusEnum MyStatus = StatusEnum.Parse(""Active""); but that isn't valid code."
16140,What's the best way to get started with OSGI?,"What makes a module/service/bit of application functionality a particularly good candidate for an OSGi module? I'm interested in using OSGi in my applications. We're a Java shop and we use Spring pretty extensively, so I'm leaning toward using Spring Dynamic Modules for OSGi(tm) Service Platforms . I'm looking for a good way to incorporate a little bit of OSGi into an application as a trial. Has anyone here used this or a similar OSGi technology? Are there any pitfalls? @Nicolas - Thanks, I've seen that one. It's a good tutorial, but I'm looking more for ideas on how to do my first ""real"" OSGi bundle, as opposed to a Hello World example. @david - Thanks for the link! Ideally, with a greenfield app, I'd design the whole thing to be dynamic. What I'm looking for right now, though, is to introduce it in a small piece of an existing application. Assuming I can pick any piece of the app, what are some factors to consider that would make that piece better or worse as an OSGi guinea pig?",38,java,16817.0,"Well, since you can not have one part OSGi and one part non-OSGi you'll need to make your entire app OSGi. In its simplest form you make a single OSGi bundle out of your entire application. Clearly this is not a best practice but it can be useful to get a feel for deploying a bundle in an OSGi container (Equinox, Felix, Knoplerfish, etc). To take it to the next level you'll want to start splitting your app into components, components should typically have a set of responsibilities that can be isolated from the rest of your application through a set of interfaces and class dependencies. Identifying these purely by hand can range from rather straightforward for a well designed highly cohesive but loosely coupled application to a nightmare for interlocked source code that you are not familiar with. Some help can come from tools like JDepend which can show you the coupling of Java packages against other packages/classes in your system. A package with low efferent coupling should be easier to extract into an OSGi bundle than one with high efferent coupling. Even more architectural insight can be had with pro tools like Structure 101 . Purely on a technical level, working daily with an application that consists of 160 OSGi bundles and using Spring DM I can confirm that the transition from ""normal"" Spring to Spring DM is largely pain free. The extra namespace and the fact that you can (and should) isolate your OSGi specific Spring configuration in separate files makes it even easier to have both with and without OSGi deployment scenarios. OSGi is a deep and wide component model, documentation I recommend: OSGi R4 Specification : Get the PDFs of the Core and Compendium specification, they are canonical, authoritative and very readable. Have a shortcut to them handy at all times, you will consult them. Read up on OSGi best practices, there is a large set of things you can do but a somewhat smaller set of things you should do and there are some things you should never do (DynamicImport: * for example). Some links: OSGi best practices and using Apache Felix Peter Kriens and BJ Hargrave in a Sun presentation on OSGi best practices one key OSGi concept are Services, learn why and how they supplant the Listener pattern with the Whiteboard pattern The Spring DM Google Group is very responsive and friendly in my experience The Spring DM Google Group is no longer active and has moved to Eclipse.org as the Gemini Blueprint project which has a forum here .",36.0,"What's the best way to get started with OSGI? What's the best way to get started with OSGI? What's the best way to get started with OSGI? What makes a module/service/bit of application functionality a particularly good candidate for an OSGi module? I'm interested in using OSGi in my applications. We're a Java shop and we use Spring pretty extensively, so I'm leaning toward using Spring Dynamic Modules for OSGi(tm) Service Platforms . I'm looking for a good way to incorporate a little bit of OSGi into an application as a trial. Has anyone here used this or a similar OSGi technology? Are there any pitfalls? @Nicolas - Thanks, I've seen that one. It's a good tutorial, but I'm looking more for ideas on how to do my first ""real"" OSGi bundle, as opposed to a Hello World example. @david - Thanks for the link! Ideally, with a greenfield app, I'd design the whole thing to be dynamic. What I'm looking for right now, though, is to introduce it in a small piece of an existing application. Assuming I can pick any piece of the app, what are some factors to consider that would make that piece better or worse as an OSGi guinea pig?"
16340,How do I generate a hashcode from a byte array in C#?,"Say I have an object that stores a byte array and I want to be able to efficiently generate a hashcode for it. I've used the cryptographic hash functions for this in the past because they are easy to implement, but they are doing a lot more work than they should to be cryptographically oneway, and I don't care about that (I'm just using the hashcode as a key into a hashtable). Here's what I have today: struct SomeData : IEquatable<SomeData> { private readonly byte[] data; public SomeData(byte[] data) { if (null == data || data.Length <= 0) { throw new ArgumentException(""data""); } this.data = new byte[data.Length]; Array.Copy(data, this.data, data.Length); } public override bool Equals(object obj) { return obj is SomeData && Equals((SomeData)obj); } public bool Equals(SomeData other) { if (other.data.Length != data.Length) { return false; } for (int i = 0; i < data.Length; ++i) { if (data[i] != other.data[i]) { return false; } } return true; } public override int GetHashCode() { return BitConverter.ToInt32(new MD5CryptoServiceProvider().ComputeHash(data), 0); } } Any thoughts? dp: You are right that I missed a check in Equals, I have updated it. Using the existing hashcode from the byte array will result in reference equality (or at least that same concept translated to hashcodes). for example: byte[] b1 = new byte[] { 1 }; byte[] b2 = new byte[] { 1 }; int h1 = b1.GetHashCode(); int h2 = b2.GetHashCode(); With that code, despite the two byte arrays having the same values within them, they are referring to different parts of memory and will result in (probably) different hash codes. I need the hash codes for two byte arrays with the same contents to be equal.",39,c#,16381.0,"The hash code of an object shouldn't be unique. The checking rule is: Are the hash codes equal? Then call the full (slow) Equals method. Are the hash codes not equal? Then the two items are definitely not equal. All you want is a GetHashCode algorithm that splits up your collection into roughly even groups - it shouldn't form the key as the HashTable or Dictionary<> will need to use the hash to optimise retrieval. How long do you expect the data to be? How random? If lengths vary greatly (say for files) then just return the length. If lengths are likely to be similar look at a subset of the bytes that varies. GetHashCode should be a lot quicker than Equals , but doesn't need to be unique. Two identical things must never have different hash codes. Two different objects should not have the same hash code, but some collisions are to be expected (after all, there are more permutations than possible 32 bit integers).",50.0,"How do I generate a hashcode from a byte array in C#? How do I generate a hashcode from a byte array in C#? How do I generate a hashcode from a byte array in C#? Say I have an object that stores a byte array and I want to be able to efficiently generate a hashcode for it. I've used the cryptographic hash functions for this in the past because they are easy to implement, but they are doing a lot more work than they should to be cryptographically oneway, and I don't care about that (I'm just using the hashcode as a key into a hashtable). Here's what I have today: struct SomeData : IEquatable<SomeData> { private readonly byte[] data; public SomeData(byte[] data) { if (null == data || data.Length <= 0) { throw new ArgumentException(""data""); } this.data = new byte[data.Length]; Array.Copy(data, this.data, data.Length); } public override bool Equals(object obj) { return obj is SomeData && Equals((SomeData)obj); } public bool Equals(SomeData other) { if (other.data.Length != data.Length) { return false; } for (int i = 0; i < data.Length; ++i) { if (data[i] != other.data[i]) { return false; } } return true; } public override int GetHashCode() { return BitConverter.ToInt32(new MD5CryptoServiceProvider().ComputeHash(data), 0); } } Any thoughts? dp: You are right that I missed a check in Equals, I have updated it. Using the existing hashcode from the byte array will result in reference equality (or at least that same concept translated to hashcodes). for example: byte[] b1 = new byte[] { 1 }; byte[] b2 = new byte[] { 1 }; int h1 = b1.GetHashCode(); int h2 = b2.GetHashCode(); With that code, despite the two byte arrays having the same values within them, they are referring to different parts of memory and will result in (probably) different hash codes. I need the hash codes for two byte arrays with the same contents to be equal."
16610,How do you deal with transport-level errors in SqlConnection?,"Every now and then in a high volume .NET application, you might see this exception when you try to execute a query: System.Data.SqlClient.SqlException: A transport-level error has occurred when sending the request to the server. According to my research, this is something that ""just happens"" and not much can be done to prevent it. It does not happen as a result of a bad query, and generally cannot be duplicated. It just crops up maybe once every few days in a busy OLTP system when the TCP connection to the database goes bad for some reason. I am forced to detect this error by parsing the exception message, and then retrying the entire operation from scratch, to include using a new connection. None of that is pretty. Anybody have any alternate solutions?",28,c#,207714.0,"I posted an answer on another question on another topic that might have some use here. That answer involved SMB connections, not SQL. However it was identical in that it involved a low-level transport error. What we found was that in a heavy load situation, it was fairly easy for the remote server to time out connections at the TCP layer simply because the server was busy. Part of the reason was the defaults for how many times TCP will retransmit data on Windows weren't appropriate for our situation. Take a look at the registry settings for tuning TCP/IP on Windows. In particular you want to look at TcpMaxDataRetransmissions and maybe TcpMaxConnectRetransmissions . These default to 5 and 2 respectively, try upping them a little bit on the client system and duplicate the load situation. Don't go crazy! TCP doubles the timeout with each successive retransmission, so the timeout behavior for bad connections can go exponential on you if you increase these too much. As I recall upping TcpMaxDataRetransmissions to 6 or 7 solved our problem in the vast majority of cases.",7.0,"How do you deal with transport-level errors in SqlConnection? How do you deal with transport-level errors in SqlConnection? How do you deal with transport-level errors in SqlConnection? Every now and then in a high volume .NET application, you might see this exception when you try to execute a query: System.Data.SqlClient.SqlException: A transport-level error has occurred when sending the request to the server. According to my research, this is something that ""just happens"" and not much can be done to prevent it. It does not happen as a result of a bad query, and generally cannot be duplicated. It just crops up maybe once every few days in a busy OLTP system when the TCP connection to the database goes bad for some reason. I am forced to detect this error by parsing the exception message, and then retrying the entire operation from scratch, to include using a new connection. None of that is pretty. Anybody have any alternate solutions?"
16770,Haskell's algebraic data types,"I'm trying to fully understand all of Haskell's concepts. In what ways are algebraic data types similar to generic types, e.g., in C# and Java? And how are they different? What's so algebraic about them anyway? I'm familiar with universal algebra and its rings and fields, but I only have a vague idea of how Haskell's types work.",48,haskell,5917133.0,"Haskell's algebraic data types are named such since they correspond to an initial algebra in category theory, giving us some laws, some operations and some symbols to manipulate. We may even use algebraic notation for describing regular data structures, where: + represents sum types (disjoint unions, e.g. Either ). â¢ represents product types (e.g. structs or tuples) X for the singleton type (e.g. data X a = X a ) 1 for the unit type () and Î¼ for the least fixed point (e.g. recursive types), usually implicit. with some additional notation: XÂ² for Xâ¢X In fact, you might say (following Brent Yorgey) that a Haskell data type is regular if it can be expressed in terms of 1 , X , + , â¢ , and a least ï¬xed point. With this notation, we can concisely describe many regular data structures: Units: data () = () 1 Options: data Maybe a = Nothing | Just a 1 + X Lists: data [a] = [] | a : [a] L = 1+Xâ¢L Binary trees: data BTree a = Empty | Node a (BTree a) (BTree a) B = 1 + Xâ¢BÂ² Other operations hold (taken from Brent Yorgey's paper, listed in the references): Expansion: unfolding the fix point can be helpful for thinking about lists. L = 1 + X + XÂ² + XÂ³ + ... (that is, lists are either empty, or they have one element, or two elements, or three, or ...) Composition, â¦ , given types F and G , the composition F â¦ G is a type which builds âF-structures made out of G-structuresâ (e.g. R = X â¢ (L â¦ R) ,where L is lists, is a rose tree. Differentiation, the derivative of a data type D (given as D') is the type of D-structures with a single âholeâ, that is, a distinguished location not containing any data. That amazingly satisfy the same rules as for differentiation in calculus: 1â² = 0 Xâ² = 1 (F + G)â² = F' + Gâ² (F â¢ G)â² = F â¢ Gâ² + Fâ² â¢ G (F â¦ G)â² = (Fâ² â¦ G) â¢ Gâ² References: Species and Functors and Types , Oh My!, Brent A. Yorgey, Haskellâ10, September 30, 2010, Baltimore, Maryland, USA Clowns to the left of me, jokers to the right (Dissecting Data Structures) , Conor McBride POPL 2008",87.0,"Haskell's algebraic data types Haskell's algebraic data types Haskell's algebraic data types I'm trying to fully understand all of Haskell's concepts. In what ways are algebraic data types similar to generic types, e.g., in C# and Java? And how are they different? What's so algebraic about them anyway? I'm familiar with universal algebra and its rings and fields, but I only have a vague idea of how Haskell's types work."
17170,When to use IList and when to use List,I know that IList is the interface and List is the concrete type but I still don't know when to use each one. What I'm doing now is if I don't need the Sort or FindAll methods I use the interface. Am I right? Is there a better way to decide when to use the interface or the concrete type?,130,c#,17295.0,"There are two rules I follow: Accept the most basic type that will work Return the richest type your user will need So when writing a function or method that takes a collection, write it not to take a List, but an IList<T>, an ICollection<T>, or IEnumerable<T>. The generic interfaces will still work even for heterogenous lists because System.Object can be a T too. Doing this will save you headache if you decide to use a Stack or some other data structure further down the road. If all you need to do in the function is foreach through it, IEnumerable<T> is really all you should be asking for. On the other hand, when returning an object out of a function, you want to give the user the richest possible set of operations without them having to cast around. So in that case, if it's a List<T> internally, return a copy as a List<T>.",119.0,When to use IList and when to use List When to use IList and when to use List When to use IList and when to use List I know that IList is the interface and List is the concrete type but I still don't know when to use each one. What I'm doing now is if I don't need the Sort or FindAll methods I use the interface. Am I right? Is there a better way to decide when to use the interface or the concrete type?
17250,Create an encrypted ZIP file in Python,"I'm creating an ZIP file with ZipFile in Python 2.5, it works ok so far: import zipfile, os locfile = ""test.txt"" loczip = os.path.splitext (locfile)[0] + "".zip"" zip = zipfile.ZipFile (loczip, ""w"") zip.write (locfile) zip.close() but I couldn't find how to encrypt the files in the ZIP file. I could use system and call PKZIP -s, but I suppose there must be a more ""Pythonic"" way. I'm looking for an open source solution.",24,python,16050005.0,"I created a simple library to create a password encrypted zip file in python. - here import pyminizip compression_level = 5 # 1-9 pyminizip.compress(""src.txt"", ""dst.zip"", ""password"", compression_level) The library requires zlib. I have checked that the file can be extracted in WINDOWS/MAC.",13.0,"Create an encrypted ZIP file in Python Create an encrypted ZIP file in Python Create an encrypted ZIP file in Python I'm creating an ZIP file with ZipFile in Python 2.5, it works ok so far: import zipfile, os locfile = ""test.txt"" loczip = os.path.splitext (locfile)[0] + "".zip"" zip = zipfile.ZipFile (loczip, ""w"") zip.write (locfile) zip.close() but I couldn't find how to encrypt the files in the ZIP file. I could use system and call PKZIP -s, but I suppose there must be a more ""Pythonic"" way. I'm looking for an open source solution."
19280,Code to ask yes/no question in javascript,I could only find the function confirm() that gives OK/Cancel buttons. Is there any way to give Yes/No buttons?,16,javascript,19290.0,"Javascript offers 3 modal boxes. Prompt, confirm and alert. None of those satisfy your request. There are a plethora of js modal popup solutions. Here's an example. ModalBox",6.0,Code to ask yes/no question in javascript Code to ask yes/no question in javascript Code to ask yes/no question in javascript I could only find the function confirm() that gives OK/Cancel buttons. Is there any way to give Yes/No buttons?
